result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,,,
30095,"Lightweight (≤70 kilograms), Men",1996 Summer Olympics,24,Weightlifting,/editions/24/sports/WLF,23 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall E)",27 from 22 countries,Total of best lifts in snatch and clean & jerk determined placement.  Ties broken by lightest bodyweight.,na,,,
1064,"500 metres, Men",1988 Winter Olympics,43,Speed Skating,/editions/43/sports/SSK,14 February 1988 — 17:00,"Olympic Oval, Calgary",37 from 15 countries,na,na,,,
319129,"Single Sculls, Women",2012 Summer Olympics,54,Rowing,/editions/54/sports/ROW,28 July –  4 August 2012,"Eton Dorney, Windsor",28 from 28 countries,na,na,,,
67567,"Group, Women",2000 Summer Olympics,25,Rhythmic Gymnastics,/editions/25/sports/GRY,28 – 30 September 2000,"The Dome and Exhibition Complex, Olympic Park, Sydney, New South Wales",60 from 10 countries,na,na,,,
311000,"Foil, Individual, Women",2012 Summer Olympics,54,Fencing,/editions/54/sports/FEN,28 July 2012,"ExCeL, Newham, London",38 from 20 countries,Single-elimination tournament.,na,,,
44000,"Singles, Men",1896 Summer Olympics,1,Tennis,/editions/1/sports/TEN,8 – 11 April 1896,"Podilatodromio Neou Falirou, Peiraias / Homilos Antisfairiseos Athinon, Athina",13 from 6 countries,Qualifying pools advanced to single-elimination semi-finals.,na,,,
51795,"Small-Bore Rifle, Three Positions, 50 metres, Men",1988 Summer Olympics,22,Shooting,/editions/22/sports/SHO,22 September 1988 — 15:30,"Taeneung International Shooting Range, Seoul",47 from 25 countries,na,na,,,
51884,"Air Rifle, 10 metres, Men",1996 Summer Olympics,24,Shooting,/editions/24/sports/SHO,22 July 1996,"Wolf Creek Shooting Complex, Atlanta, Georgia",44 from 31 countries,na,na,,,
350707,"1,000 metres, Men",2014 Winter Olympics,58,Short Track Speed Skating,/editions/58/sports/STK,13 – 15 February 2014,"Dvorets Zimnego Sporta Aisberg, Coastal Cluster, Adler",32 from 14 countries,"Placements 1-8 based on final and B final.  Deeper placements based on placements in earlier rounds, and best time skated.",na,,,
309040,"Springboard, Women",2012 Summer Olympics,54,Diving,/editions/54/sports/DIV,3 –  5 August 2012,"London Aquatics Centre, Olympic Park, Stratford, London",30 from 17 countries,3 metre springboard.,na,,,
7158,"800 metres Freestyle, Women",1984 Summer Olympics,21,Swimming,/editions/21/sports/SWM,2 –  3 August 1984,"Olympic Swim Stadium, University of Southern California, Los Angeles, California",20 from 14 countries,na,na,,,
66133,"4 x 100 metres Relay, Men",2004 Summer Olympics,26,Athletics,/editions/26/sports/ATH,27 – 28 August 2004,"Olympiako Stadio, Olympiako Athletiko Kentro Athinon Spiros Loues, Maroussi",65 from 16 countries,na,na,,,
60512,"100 metres, Men",1968 Summer Olympics,17,Athletics,/editions/17/sports/ATH,13 – 14 October 1968,"Estadio Olímpico Universitario, Ciudad de México",67 from 42 countries,na,na,,,
50297,"Individual, Women",2004 Summer Olympics,26,Modern Pentathlon,/editions/26/sports/MPN,27 August 2004,"Olympiako Kentro Modernou Pentathlou, Olympiako Syngrotima Goudiou, Athina",32 from 21 countries,Scoring by point tables.,na,,,
350457,"Large Hill, Team, Men",2014 Winter Olympics,58,Ski Jumping,/editions/58/sports/SJP,17 February 2014,"Kompleks Dlya Pryzhkov Na Lyzhakh s Tramplina ""Russkiye Gorki"", Mountain Cluster, Esto-Sadok",48 from 12 countries,"Two jumps per team member, with both scored on distance and form.  Four members per team, with all four jumps in each round to count towards team total. Only the top 8 teams from the first jump advance to the second jump.",ITA,,,
930000,"Closest landing to target (#3), Intermediate stop, Open",1900 Summer Olympics,2,Ballooning,/editions/2/sports/BLN,19 August 1900,"L'Aérostation, Parc de Vincennes, Paris",22 from 1 countries,"Required stops at the station of Dammartin, Seine-et-Oise. Part of a two-stop race.",na,,,
924547,"Slalom, Men",2010 Winter Olympics,57,Alpine Skiing,/editions/57/sports/ALP,27 February 2010,"Whistler Creekside, Whistler (Lower Dave Murray)",101 from 55 countries,"Two runs, total time determined placement.",Gates: 66Length: 610 mStart Altitude: 985 mVertical Drop: 180 m,,,
70625,"Uneven Bars, Women",1988 Summer Olympics,22,Artistic Gymnastics,/editions/22/sports/GAR,19 – 25 September 1988,"Che-yuk-gwan, Ol-lim-pik Gong-won, Seoul",90 from 23 countries,na,na,,,
132454,"Light-Flyweight, Greco-Roman (≤48 kilograms), Men",1996 Summer Olympics,24,Wrestling,/editions/24/sports/WRE,19 – 20 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall G)",19 from 19 countries,Single-elimination tournament with classification rounds for placements.,na,,,
42650,"Doubles, Women",2000 Summer Olympics,25,Badminton,/editions/25/sports/BDM,18 – 23 September 2000,"The Dome and Exhibition Complex, Olympic Park, Sydney, New South Wales (Pavilion 4)",52 from 17 countries,Single-elimination tournament.,na,,,
262265,"Welterweight (≤67 kilograms), Women",2008 Summer Olympics,53,Taekwondo,/editions/53/sports/TKW,22 August 2008,"Beijing Keji Daxue Tiyuguan, Beijing",16 from 16 countries,Single-elimination tournament. All fighters losing to the finalists in each pool advance to repêchage tournament for the bronze medal.,na,,,
185301,"Individual, Open",1980 Summer Olympics,20,Equestrian Eventing,/editions/20/sports/EVE,25 – 27 July 1980,"Konnosportivny kompleks profsoyuzov, Bittsevsky park, Moskva",28 from 7 countries,"Dressage, cross-country, and jumping.",na,,,
57032,"100 metres, Men",1920 Summer Olympics,7,Athletics,/editions/7/sports/ATH,15 – 16 August 1920,"Olympisch Stadion, Antwerpen",61 from 22 countries,na,na,,,
27049,"Bantamweight (≤54 kilograms), Men",2000 Summer Olympics,25,Boxing,/editions/25/sports/BOX,16 – 30 September 2000,"Sydney Exhibition Centre, Sydney Convention and Exhibition Centre, Sydney, New South Wales",28 from 28 countries,Single elimination tournament.,na,,,
19000464,"3,000 metres Steeplechase, Men",2020 Summer Olympics,61,Athletics,/editions/61/sports/ATH,30 July –  2 August 2021,"Japan National Stadium, Kasumigaoka, Shinjuku, Tokyo",44 from 22 countries,na,na,,,
375,"Two, Men",1984 Winter Olympics,42,Bobsleigh,/editions/42/sports/BOB,10 – 11 February 1984,Trebević,56 from 16 countries,"Four runs, total time determined placement.",Curves: 13Length: 1300 mStart Altitude: 1109 mVertical Drop: 126 m,,,
255119,"Kayak Singles, 1,000 metres, Men",1960 Summer Olympics,15,Canoe Sprint,/editions/15/sports/CSP,26 – 29 August 1960,"Lago Albano, Castel Gandolfo",22 from 22 countries,na,na,,,
19008468,"Coxless Fours, Men",2020 Summer Olympics,61,Rowing,/editions/61/sports/ROW,24 – 28 July 2021,"Sea Forest Waterway, 6-44, 3chome, Uminomori, Koto-ku, Tokyo Bay, Tokyo, Japan",41 from 10 countries,na,na,,,
99638,"Foil, Team, Women",1972 Summer Olympics,18,Fencing,/editions/18/sports/FEN,7 –  8 September 1972,"Fechthalle 1, Messegelände (Halle 11 & 12), München / Fechthalle 2, Messegelände (Halle 20), München",53 from 11 countries,na,na,,,
2442,"Large Hill, Individual, Men",1998 Winter Olympics,46,Ski Jumping,/editions/46/sports/SJP,15 February 1998,"Hakuba Ski Jumping Stadium, Hakuba",62 from 19 countries,"Two jumps, with both scored on distance and form. Only the top 30 jumpers (and ties) from the first jump advance to the second jump.",POL,,,
19005785,"Light-Heavyweight (75-81 kilograms), Men",2020 Summer Olympics,61,Boxing,/editions/61/sports/BOX,25 July –  4 August 2021,"Ryōgoku Kokugikan, Sumida, Tokyo, Japan",22 from 22 countries,Single elimination tournament.,na,,,
926203,"Baseball Throw - Anthropological Days (Pueblo), Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,12 – 13 August 1904,"Francis Field, Washington University, St. Louis",1 from 1 countries,na,na,,,
70192,"Parallel Bars, Men",1956 Summer Olympics,14,Artistic Gymnastics,/editions/14/sports/GAR,3 –  7 December 1956 — 08:00-16:00,"West Melbourne Stadium, Melbourne, Victoria",63 from 18 countries,Placement determined by best scores on apparatus in individual all-around event.,na,,,
22415,"Light-Heavyweight (≤80 kilograms), Men",1948 Summer Olympics,12,Boxing,/editions/12/sports/BOX,9 – 13 August 1948,"Wembley Arena, Wembley, London",24 from 24 countries,Single elimination tournament.,na,,,
18000377,"Street, Women",2020 Summer Olympics,61,Skateboarding,/editions/61/sports/SKB,26 July 2021,"Ariake Urban Sports Park, Koto, Tokyo",20 from 13 countries,na,na,,,
481,"1,000 metres, Men",1992 Winter Olympics,44,Short Track Speed Skating,/editions/44/sports/STK,18 – 20 February 1992,"La Halle de Glace, Albertville",28 from 16 countries,"Placements 1-8 based on final and B final.  Deeper placements based on points earned in earlier rounds, and time in final round skated.",na,,,
54255,"Platform, Men",1992 Summer Olympics,23,Diving,/editions/23/sports/DIV,2 –  3 August 1992,"Piscina Municipal de Montjuïc, Barcelona",23 from 15 countries,10 metre platform.,na,,,
15779,"Half-Lightweight (≤65 kilograms), Men",1980 Summer Olympics,20,Judo,/editions/20/sports/JUD,31 July 1980 — 10:00-19:00,"Dvorets sporta, Tsentralny stadion imeni V. I. Lenina, Moskva",29 from 29 countries,"Two single-elimination pools, with winner of each pool advanced to the final. All judoka losing to the winner of each pool advanced to repêchage pools, with the winners of the repêchage pools earning bronze medals.",na,,,
350650,"10,000 metres, Men",2014 Winter Olympics,58,Speed Skating,/editions/58/sports/SSK,18 February 2014 — 17:00,"Adler-Arena, Coastal Cluster, Adler",14 from 9 countries,na,na,,,
4458,"100 yards Freestyle, Men",1904 Summer Olympics,3,Swimming,/editions/3/sports/SWM, 5 September 1904,"Life Saving Exhibition Lake, Forest Park, St. Louis",6 from 2 countries,na,na,,,
19004404,"Flyweight (≤49 kilograms), Women",2020 Summer Olympics,61,Taekwondo,/editions/61/sports/TKW,24 July 2021,"Makuhari Messe, 2-1, Nakase, Mihama-ku, Chiba, Chiba Prefecture, Japan",17 from 17 countries,Single-elimination tournament. All fighters losing to the finalists in each pool advance to repêchage tournament for the bronze medal.,na,,,
29384,"Bantamweight (≤56 kilograms), Men",1968 Summer Olympics,17,Weightlifting,/editions/17/sports/WLF,13 October 1968 — 10:00-16:00,"Teatro de los Insurgentes, Ciudad de México",20 from 19 countries,"Total of best lifts in military press, snatch, and clean & jerk determined placement.  Ties broken by lightest bodyweight.",na,,,
158775,"Eights, Women",1976 Summer Olympics,19,Rowing,/editions/19/sports/ROW,19 – 24 July 1976,"Bassin olympique, Île Notre Dame, Montréal, Québec",72 from 8 countries,na,na,,,
35641,"Hockey, Men",1956 Summer Olympics,14,Hockey,/editions/14/sports/HOC,23 November –  6 December 1956,"Melbourne Cricket Ground, Melbourne, Victoria / Olympic Park Stadium, Melbourne, Victoria",174 from 12 countries,Round-robin pools advance teams to classification round matches.,na,,,
353276,"Doubles, Men",2016 Summer Olympics,59,Tennis,/editions/59/sports/TEN,6 – 12 August 2016,"Centro Olímpico de Tênis, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",64 from 26 countries,Single-elimination tournament.,na,,,
920068,"Music, Compositions For Solo Or Chorus, Open1",1948 Summer Olympics,12,Art Competitions,/editions/12/sports/ART,29 July – 14 August 1948,"Victoria & Albert Museum, London",8 from 5 countries,na,na,,,
356710,"Middleweight (69-75 kilograms), Women",2016 Summer Olympics,59,Boxing,/editions/59/sports/BOX,14 – 21 August 2016,"Riocentro Pavilhão 6, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",12 from 12 countries,Single elimination tournament.,na,,,
127221,"Super-Heavyweight, Greco-Roman (>100 kilograms), Men",1972 Summer Olympics,18,Wrestling,/editions/18/sports/WRE,6 – 10 September 1972,"Ringer-Judo-Halle, Messegelände (Halle 14), München",12 from 12 countries,"Scoring by negative points, with negative points given for any result short of a fall.  Accumulation of 6 negative points eliminated the wrestler.",na,,,
58345,"Discus Throw, Men",1936 Summer Olympics,11,Athletics,/editions/11/sports/ATH, 5 August 1936,"Olympiastadion, Reichssportfeld, Berlin",31 from 17 countries,na,na,,,
925999,"Driving Contest, Men",1904 Summer Olympics,3,Golf,/editions/3/sports/GLF,16 September 1904,"Glen Echo Country Club, Normandy",2 from 1 countries,na,na,,,
328079,"Singles, Men",2012 Summer Olympics,54,Table Tennis,/editions/54/sports/TTE,28 July –  2 August 2012,"ExCeL, Newham, London (North Arena 1)",69 from 45 countries,Single-elimination tournament. Top 16 seeds advanced to round three. Seeds 17-32 advanced to round two.,na,,,
29355,"Middle-Heavyweight (≤90 kilograms), Men",1964 Summer Olympics,16,Weightlifting,/editions/16/sports/WLF,17 October 1964 — 10:00-16:00,"Shibuya Kokaido, Shibuya, Tokyo",19 from 18 countries,"Total of best lifts in military press, snatch, and clean & jerk determined placement.  Ties broken by lightest bodyweight.",na,,,
154284,"1,000 metres Time Trial, Men",1976 Summer Olympics,19,Cycling Track,/editions/19/sports/CTR,20 July 1976 — 15:00,"Vélodrome olympique, Parc olympique, Montréal, Québec",30 from 30 countries,na,na,,,
19008767,"Skiff (49er), Men",2020 Summer Olympics,61,Sailing,/editions/61/sports/SAL,27 July –  3 August 2021,"Enoshima, Sagami-wan",38 from 19 countries,"Points awarded for placement in each race.  Best 11 of 12 scores to count for final placement, and advancement to the medal race.. Medal race points count double.",na,,,
120453,"Lightweight, Greco-Roman (≤67.5 kilograms), Men",1912 Summer Olympics,6,Wrestling,/editions/6/sports/WRE,6 – 15 July 1912,"Stockholms Olympiastadion, Stockholm",48 from 13 countries,"Double-elimination tournament. When three or fewer wrestlers remained, they advanced to a final-round tournament.",na,,,
28512,"Unlimited, Two Hands, Men",1904 Summer Olympics,3,Weightlifting,/editions/3/sports/WLF,31 August 1904,"Francis Field, Washington University, St. Louis",4 from 2 countries,na,na,,,
57891,"800 metres, Women",1928 Summer Olympics,9,Athletics,/editions/9/sports/ATH,1 –  2 August 1928,"Olympisch Stadion, Amsterdam",25 from 13 countries,na,na,,,
70181,"Balance Beam, Women",1952 Summer Olympics,13,Artistic Gymnastics,/editions/13/sports/GAR,22 – 23 July 1952 — 08:00-14:00 (both days),"Messuhalli II, Helsinki",134 from 18 countries,Placement determined by best scores on apparatus in individual all-around event.,na,,,
19004109,"Team, Women",2020 Summer Olympics,61,Table Tennis,/editions/61/sports/TTE,1 –  5 August 2021,"Tōkyō Taiikukan, Shibuya, Tokyo",48 from 16 countries,na,na,,,
259018,"Points Race, Women",2008 Summer Olympics,53,Cycling Track,/editions/53/sports/CTR,18 – 18 August 2008 — 16:30,"Laoshan Zixingcheguan, Beijing",22 from 22 countries,"100 laps (25 km).  Ten sprints, one every 10 laps (2.5 km) with points awarded - 5-3-2-1 - to the top four finishers in each sprint.  20 point bonus for lapping field.",na,,,
316117,"Half-Lightweight (≤66 kilograms), Men",2012 Summer Olympics,54,Judo,/editions/54/sports/JUD,29 July 2012,"ExCeL, Newham, London (Hall 2)",36 from 36 countries,Losing quarter-finalists compete against losing semi-finalist for bronze.,na,,,
70224,"Horizontal Bar, Men",1960 Summer Olympics,15,Artistic Gymnastics,/editions/15/sports/GAR,5 – 10 September 1960 — 15:00,"Terme di Caracalla, Roma",130 from 28 countries,na,na,,,
154565,"Road Race, Individual, Men",1984 Summer Olympics,21,Cycling Road,/editions/21/sports/CRD,29 July 1984 — 13:00,"Mission Viejo, California",135 from 43 countries,190.2 km. (118.2 miles) mass start race.,na,,,
123007,"Welterweight, Greco-Roman (≤73 kilograms), Men",1948 Summer Olympics,12,Wrestling,/editions/12/sports/WRE,3 –  6 August 1948 — 10:00-13:30-18:00-23:30 (all days),"Empress Hall, Earls Court Exhibition Centre, Kensington, London",16 from 16 countries,"Elimination by bad points.  Win by fall = 0 points; win by decision = 1 point; loss by 2-1 decision = 2 points; loss by 3-0 decision = 3 points; loss by fall = 3 points.  Three judges gave decisions, thus all decisions were either 2-1 or 3-0.  Five bad points eliminated a wrestler.",na,,,
61698,"Marathon, Men",1976 Summer Olympics,19,Athletics,/editions/19/sports/ATH,31 July 1976 — 17:30,"Stade olympique, Parc olympique, Montréal, Québec",67 from 36 countries,"42,195 metres (26 miles, 385 yards) out-and-back.",na,,,
64778,"50 kilometres Race Walk, Men",1996 Summer Olympics,24,Athletics,/editions/24/sports/ATH, 2 August 1996 — 7:30,"Centennial Olympic Stadium, Atlanta, Georgia",51 from 27 countries,na,na,,,
8912,"4 x 200 metres Freestyle Relay, Men",2004 Summer Olympics,26,Swimming,/editions/26/sports/SWM,17 August 2004,"Olympiako Kentro Ugrou Stivou, Olympiako Athletiko Kentro Athinon Spiros Loues, Athina (Main Pool)",75 from 16 countries,na,na,,,
358560,"100 metres, Men",2016 Summer Olympics,59,Athletics,/editions/59/sports/ATH,13 – 14 August 2016,"Estádio Olímpico João Havelange, Engenho de Dentro, Rio de Janeiro",84 from 57 countries,na,na,,,
57442,"10 kilometres Race Walk, Men",1924 Summer Olympics,8,Athletics,/editions/8/sports/ATH,9 – 13 July 1924,"Stade Olympique de Colombes, Colombes",24 from 14 countries,na,na,,,
19009677,"Featherweight, Freestyle (≤53 kilograms), Women",2020 Summer Olympics,61,Wrestling,/editions/61/sports/WRE,5 –  6 August 2021,"Makuhari Messe, 2-1, Nakase, Mihama-ku, Chiba, Chiba Prefecture, Japan",16 from 16 countries,na,na,,,
70112,"Tumbling, Men",1932 Summer Olympics,10,Artistic Gymnastics,/editions/10/sports/GAR,10 August 1932 — 8:00,"Los Angeles Memorial Coliseum, Los Angeles, California",4 from 2 countries,Placement based on total score for two exercises of tumbling.,na,,,
24713,"Light-Middleweight (≤71 kilograms), Men",1976 Summer Olympics,19,Boxing,/editions/19/sports/BOX,22 – 31 July 1976,"Aréna Maurice-Richard, Montréal, Québec",23 from 23 countries,Single elimination tournament.,na,,,
51941,"Small-Bore Rifle, Three Positions, 50 metres, Men",2000 Summer Olympics,25,Shooting,/editions/25/sports/SHO,23 September 2000 — 9:00,"Sydney International Shooting Centre, Cecil Park, New South Wales",44 from 29 countries,na,na,,,
1068,"10,000 metres, Men",1988 Winter Olympics,43,Speed Skating,/editions/43/sports/SSK,21 February 1988 — 12:00,"Olympic Oval, Calgary",32 from 19 countries,na,na,,,
19017508,"Sabre, Team, Women",2020 Summer Olympics,61,Fencing,/editions/61/sports/FEN,31 July 2021,"Makuhari Messe, 2-1, Nakase, Mihama-ku, Chiba, Chiba Prefecture, Japan",35 from 9 countries,Single-elimination tournament.,na,,,
19019715,"4 × 10 kilometres Relay, Men",2022 Winter Olympics,62,Cross Country Skiing,/editions/62/sports/CCS,13 February 2022 — 15:00,"Zhangjiakou Nordic Centre and Biathlon Centre, Chongli District, Zhangjiakou City, Hebei Province",60 from 15 countries,na,"Course Length: 9,687 mHeight Differential: 41 mMaximum Climb: 35 mTotal Climbing: 378 m",,,
56149,"Discus Throw, Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH, 3 September 1904,"Francis Field, Washington University, St. Louis",6 from 2 countries,Final only.,na,,,
18000728,"Air Rifle, 10 metres, Men",2020 Summer Olympics,61,Shooting,/editions/61/sports/SHO,25 July 2021,"Asaka Shooting Range, Nerima, Tokyo",47 from 32 countries,na,na,,,
185173,"Team, Open",1956 Equestrian Olympics,48,Equestrian Jumping,/editions/48/sports/EJP,17 June 1956,"Stockholms Olympiastadion, Stockholm",60 from 20 countries,"Two rounds.  Three rider teams, all three scores to count.  Team/individual competitions held concurrently.",na,,,
56253,"Javelin Throw, Freestyle, Men",1906  Intercalated Games,4,Athletics,/editions/4/sports/ATH,26 April 1906 — 15:00,"Panathinaiko Stadio, Athina",22 from 8 countries,Final only.,na,,,
124983,"Bantamweight, Freestyle (≤57 kilograms), Men",1964 Summer Olympics,16,Wrestling,/editions/16/sports/WRE,11 – 14 October 1964,"Komazawa Gymnasium, Komazawa Olympic Park, Tokyo",20 from 20 countries,"Scoring by negative points, with negative points given for any result short of a fall.  Accumulation of 6 negative points eliminated the wrestler. When three or fewer wrestlers remained, they advanced to a final round, with preliminary results carried forward.",na,,,
29115,"Lightweight (≤67½ kilograms), Men",1956 Summer Olympics,14,Weightlifting,/editions/14/sports/WLF,24 November 1956 — 13:00,"Royal Exhibition Building, Melbourne, Victoria",18 from 17 countries,"Total of best lifts in military press, snatch, and clean & jerk determined placement.  Ties broken by lightest bodyweight.",na,,,
920018,"Literature, Epic Works, Open",1928 Summer Olympics,9,Art Competitions,/editions/9/sports/ART,17 May – 12 August 1928,"Stedelijk Museum, Amsterdam",15 from 7 countries,na,na,,,
56920,"Hammer Throw, Men",1912 Summer Olympics,6,Athletics,/editions/6/sports/ATH,14 July 1912,"Stockholms Olympiastadion, Stockholm",14 from 4 countries,na,na,,,
925820,"50 yards - Olympic Championships of the Public Schools Athletic League, High School Events, Boys",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,4 –  6 July 1904,"Francis Field, Washington University, St. Louis",4 from 1 countries,na,na,,,
106892,"Épée, Team, Men",1984 Summer Olympics,21,Fencing,/editions/21/sports/FEN,10 – 11 August 1984,"Terrace Theater, Long Beach Convention and Entertainment Center, Long Beach, California / Exhibit Hall, Long Beach Convention and Entertainment Center, Long Beach, California",75 from 16 countries,na,na,,,
18115,"Half-Lightweight (≤52 kilograms), Women",1996 Summer Olympics,24,Judo,/editions/24/sports/JUD,25 July 1996,"Georgia World Congress Center, Atlanta, Georgia (Hall H)",21 from 21 countries,"Two single-elimination pools, with winner of each pool advanced to the final. All judoka losing to the finalists in each pool advanced to repêchage pools, with the winners of the repêchage pools earning bronze medals.",na,,,
121447,"Light-Heavyweight, Greco-Roman (≤82.5 kilograms), Men",1924 Summer Olympics,8,Wrestling,/editions/8/sports/WRE,6 – 10 July 1924,"Vélodrome d'Hiver, Paris",22 from 15 countries,Double-elimination tournament.,na,,,
56027,"Shot Put, Men",1896 Summer Olympics,1,Athletics,/editions/1/sports/ATH, 7 April 1896 — 15:40,"Panathinaiko Stadio, Athina",7 from 4 countries,Final only.,na,,,
30269,"Light-Heavyweight (≤69 kilograms), Women",2000 Summer Olympics,25,Weightlifting,/editions/25/sports/WLF,19 September 2000 — 18:30,"Sydney Convention Centre, Sydney Convention and Exhibition Centre, Sydney, New South Wales (Convention Centre)",15 from 13 countries,Total of best lifts in snatch and clean & jerk determined placement.  Ties broken by lightest bodyweight.,na,,,
19008504,"Single Sculls, Women",2020 Summer Olympics,61,Rowing,/editions/61/sports/ROW,23 – 30 July 2021,"Sea Forest Waterway, 6-44, 3chome, Uminomori, Koto-ku, Tokyo Bay, Tokyo, Japan",32 from 32 countries,na,na,,,
34853,"Handball, Women",1992 Summer Olympics,23,Handball,/editions/23/sports/HBL,30 July –  8 August 1992,"Palau Sant Jordi, Barcelona / Palacio de Deportes de Granollers, Granollers",113 from 8 countries,Round-robin pools advance teams to classification matches.,na,,,
21412,"Light-Heavyweight (≤175 pounds), Men",1920 Summer Olympics,7,Boxing,/editions/7/sports/BOX,21 – 24 August 1920,"Feestzaal, Koninklijke Zoölogische Maatschappij, Antwerpen",11 from 6 countries,Single elimination tournament.,na,,,
37341,"Volleyball, Men",1984 Summer Olympics,21,Volleyball,/editions/21/sports/VVO,29 July – 11 August 1984,"Sports Arena, Long Beach Convention and Entertainment Center, Long Beach, California",118 from 10 countries,Round-robin pools advanced teams to classification matches.,na,,,
6381,"200 metres Backstroke, Women",1972 Summer Olympics,18,Swimming,/editions/18/sports/SWM, 4 September 1972,"Schwimmhalle, Olympiapark, München",37 from 20 countries,na,na,,,
51965,"Air Rifle, 10 metres, Women",2000 Summer Olympics,25,Shooting,/editions/25/sports/SHO,16 September 2000,"Sydney International Shooting Centre, Cecil Park, New South Wales",49 from 35 countries,na,na,,,
925275,"Festival for Societies of the Seine, Individual, Men",1900 Summer Olympics,2,Artistic Gymnastics,/editions/2/sports/GAR, 2 September 1900,"Vélodrome Municipal de Vincennes, Paris",1 from 1 countries,na,na,,,
350256,"Moguls, Women",2014 Winter Olympics,58,Freestyle Skiing,/editions/58/sports/FRS,6 –  8 February 2014,"Ekstrim-Park Rosa Khutor, Krasnaya Polyana",28 from 13 countries,na,Course Width: 19 mGate Width: 10 mGradient: 28°Length: 247 mStart Elevation: ?Vertical Drop: ?,,,
8452,"100 metres Butterfly, Men",2000 Summer Olympics,25,Swimming,/editions/25/sports/SWM,21 – 22 September 2000,"Sydney International Aquatic Centre, Olympic Park, Sydney, New South Wales",62 from 53 countries,na,na,,,
838,"500 metres, Men",2006 Winter Olympics,49,Short Track Speed Skating,/editions/49/sports/STK,22 – 25 February 2006,"Palavela, Torino",27 from 16 countries,"Placements 1-8 based on final and B final.  Deeper placements based on points earned in earlier rounds, and time in final round skated.",na,,,
19005600,"Flyweight (48-52 kilograms), Men",2020 Summer Olympics,61,Boxing,/editions/61/sports/BOX,26 July –  7 August 2021,"Ryōgoku Kokugikan, Sumida, Tokyo, Japan",27 from 27 countries,Single elimination tournament.,na,,,
354430,"Extra-Lightweight (≤60 kilograms), Men",2016 Summer Olympics,59,Judo,/editions/59/sports/JUD, 6 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",35 from 35 countries,na,na,,,
51668,"Small-Bore Rifle, Prone, 50 metres, Men",1960 Summer Olympics,15,Shooting,/editions/15/sports/SHO,9 – 10 September 1960,"Poligono Umberto I, Roma",85 from 46 countries,Top 54 in qualifying advanced to the final round.,na,,,
261170,"Windsurfer (Neil Pryde RS:X), Men",2008 Summer Olympics,53,Sailing,/editions/53/sports/SAL,11 – 20 August 2008,"Qingdao Aolinpike Fanchuan Zhongxin, Qingdao",35 from 35 countries,Points awarded for placement in each race.  Best 10 of 11 scores to count for final placement. Medal race points count double.,na,,,
925926,"Hammer Throw - YMCA Championship, Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,20 August 1904,"Francis Field, Washington University, St. Louis",3 from 1 countries,na,na,,,
63287,"200 metres, Men",1988 Summer Olympics,22,Athletics,/editions/22/sports/ATH,26 – 28 September 1988,"Ol-lim-pik Ju-gyeong-gi-jang, Seoul Sports Complex, Seoul",72 from 59 countries,na,na,,,
60060,"Javelin Throw, Women",1960 Summer Olympics,15,Athletics,/editions/15/sports/ATH, 1 September 1960,"Stadio Olimpico, Roma",20 from 14 countries,na,na,,,
125649,"Bantamweight, Freestyle (≤57 kilograms), Men",1968 Summer Olympics,17,Wrestling,/editions/17/sports/WRE,17 – 20 October 1968,"Pista de Hielo Insurgentes, Ciudad de México",21 from 21 countries,"Scoring by negative points, with negative points given for any result short of a fall.  Accumulation of 6 negative points eliminated the wrestler. When three or fewer wrestlers remained, they advanced to a final round, with preliminary results carried forward.",na,,,
7654,"400 metres Freestyle, Men",1992 Summer Olympics,23,Swimming,/editions/23/sports/SWM,29 July 1992,"Piscinas Bernat Picornell, Barcelona",46 from 31 countries,na,na,,,
59970,"200 metres, Women",1960 Summer Olympics,15,Athletics,/editions/15/sports/ATH,3 –  5 September 1960,"Stadio Olimpico, Roma",29 from 17 countries,na,na,,,
357311,"4 x 100 metres Freestyle Relay, Women",2016 Summer Olympics,59,Swimming,/editions/59/sports/SWM, 6 August 2016,"Estádio Aquático Olímpico, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",71 from 16 countries,na,na,,,
18000000,"3x3 Basketball, Men",2020 Summer Olympics,61,3x3 Basketball,/editions/61/sports/BK3,24 – 28 July 2021,"Aomi Urban Sports Park, Koto, Tokyo",32 from 8 countries,"Robin robin tournament, followed by single elimination.",na,,,
255015,"Canadian Singles, 1,000 metres, Men",1936 Summer Olympics,11,Canoe Sprint,/editions/11/sports/CSP, 8 August 1936 — 17:00,"Regattabahn, Grünau, Berlin",6 from 6 countries,Final only.,na,,,
