result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,,,
51660,"Running Target, Single and Double Shot, Men",1956 Summer Olympics,14,Shooting,/editions/14/sports/SHO,3 –  4 December 1956 — 8:00,"Merrett Rifle Range, Williamstown, Victoria",11 from 6 countries,"50 single shots and 25 double shots. 250 possible in each course, for 500 total possible.",na,,,
70543,"Rings, Men",1984 Summer Olympics,21,Artistic Gymnastics,/editions/21/sports/GAR,29 July –  4 August 1984,"Edwin W. Pauley Pavilion, Los Angeles, California",71 from 19 countries,na,na,,,
353194,"Duet, Women",2016 Summer Olympics,59,Artistic Swimming,/editions/59/sports/SWA,14 – 16 August 2016,"Parque Aquático Maria Lenk, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",48 from 24 countries,Top 12 duos from qualifying advanced to final free routine.,na,,,
332736,"Middleweight, Freestyle (≤63 kilograms), Women",2012 Summer Olympics,54,Wrestling,/editions/54/sports/WRE, 8 August 2012,"ExCeL, Newham, London (North Arena 2)",20 from 20 countries,Single elimination tournament. Competitors losing to the finalists entered repechage tournament for bronze medals.,na,,,
5441,"100 metres Freestyle, Women",1956 Summer Olympics,14,Swimming,/editions/14/sports/SWM,29 November –  1 December 1956,"Olympic Park Swimming and Diving Stadium, Melbourne, Victoria",35 from 16 countries,na,na,,,
29637,"Featherweight (≤60 kilograms), Men",1976 Summer Olympics,19,Weightlifting,/editions/19/sports/WLF,20 July 1976 — 14:30-19:00,"Aréna Saint-Michel, Montréal, Québec",17 from 14 countries,Total of best lifts in snatch and clean & jerk determined placement.  Ties broken by lightest bodyweight.,na,,,
57830,"Javelin Throw, Men",1928 Summer Olympics,9,Athletics,/editions/9/sports/ATH, 2 August 1928,"Olympisch Stadion, Amsterdam",28 from 18 countries,na,na,,,
356670,"Flyweight (48-51 kilograms), Women",2016 Summer Olympics,59,Boxing,/editions/59/sports/BOX,12 – 20 August 2016,"Riocentro Pavilhão 6, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",12 from 12 countries,Single elimination tournament.,na,,,
30700,"Baseball, Men",1992 Summer Olympics,23,Baseball,/editions/23/sports/BBL,26 July –  5 August 1992,"Estadio de Béisbol de Llobregat, Hospitalet de Llobregat / Estadio de Béisbol de Viladecans, Viladecans",160 from 8 countries,Round-robin tournament followed by semi-finals and final.,na,,,
8866,"200 metres Butterfly, Men",2004 Summer Olympics,26,Swimming,/editions/26/sports/SWM,16 – 17 August 2004,"Olympiako Kentro Ugrou Stivou, Olympiako Athletiko Kentro Athinon Spiros Loues, Athina (Main Pool)",39 from 34 countries,na,na,,,
70790,"Rings, Men",2000 Summer Olympics,25,Artistic Gymnastics,/editions/25/sports/GAR,16 – 24 September 2000,"Sydney SuperDome, Olympic Park, Sydney, New South Wales",78 from 29 countries,na,na,,,
56099,"Standing Long Jump, Men",1900 Summer Olympics,2,Athletics,/editions/2/sports/ATH,16 July 1900,"Croix Catelan, Bois de Boulogne, Paris",4 from 2 countries,Final only.,na,,,
51643,"Free Pistol, 50 metres, Men",1952 Summer Olympics,13,Shooting,/editions/13/sports/SHO,25 July 1952 — 9:00,"Malmin Ampumarata, Malmi, Helsinki",48 from 28 countries,50 metres. 60 shots in six series of 10 shots. 600 possible.,na,,,
70177,"Team Portable Apparatus, Women",1952 Summer Olympics,13,Artistic Gymnastics,/editions/13/sports/GAR,24 July 1952 — 13:00,"Messuhalli II, Helsinki",128 from 16 countries,Placement determined by best scores on apparatus in individual all-around event.,na,,,
259119,"Foil, Individual, Men",2008 Summer Olympics,53,Fencing,/editions/53/sports/FEN,13 August 2008,"Guojia Huiyi Zhongxin, Beijing Aolinpike Gongyuan, Beijing",26 from 21 countries,Single-elimination tournament.,na,,,
5588,"100 metres Freestyle, Women",1960 Summer Olympics,15,Swimming,/editions/15/sports/SWM,26 – 29 August 1960,"Stadio Olimpico del Nuoto, Roma",32 from 19 countries,na,na,,,
900063,"Aeronautics, Open",1936 Summer Olympics,11,Aeronautics,/editions/11/sports/AER,16 August 1936,Berlin,1 from 1 countries,na,na,,,
158147,"Coxless Pairs, Men1",1952 Summer Olympics,13,Rowing,/editions/13/sports/ROW,20 – 23 July 1952,"Meilahti, Helsinki",32 from 16 countries,na,na,,,
66138,"4 x 400 metres Relay, Men",2004 Summer Olympics,26,Athletics,/editions/26/sports/ATH,27 – 28 August 2004,"Olympiako Stadio, Olympiako Athletiko Kentro Athinon Spiros Loues, Maroussi",68 from 16 countries,na,na,,,
29951,"Heavyweight I (≤100 kilograms), Men",1988 Summer Olympics,22,Weightlifting,/editions/22/sports/WLF,26 September 1988 — 17:00-21:00,"Olympic Weightlifting Gymnasium, Ol-lim-pik Gong-won, Seoul",21 from 17 countries,Total of best lifts in snatch and clean & jerk determined placement.  Ties broken by lightest bodyweight.,na,,,
60318,"Decathlon, Men",1964 Summer Olympics,16,Athletics,/editions/16/sports/ATH,19 – 20 October 1964,"Kokuritsu Kyogijo, Shinjuku, Tokyo",22 from 14 countries,Scoring by 1962 point tables.,na,,,
35547,"Hockey, Men",1936 Summer Olympics,11,Hockey,/editions/11/sports/HOC,4 – 15 August 1936,"Hockeystadion, Berlin",167 from 11 countries,Round-robin pools advance teams to classification round matches.,na,,,
19008486,"Lightweight Double Sculls, Men",2020 Summer Olympics,61,Rowing,/editions/61/sports/ROW,24 – 29 July 2021,"Sea Forest Waterway, 6-44, 3chome, Uminomori, Koto-ku, Tokyo Bay, Tokyo, Japan",36 from 18 countries,na,na,,,
57753,"High Jump, Men",1928 Summer Olympics,9,Athletics,/editions/9/sports/ATH,29 July 1928,"Olympisch Stadion, Amsterdam",35 from 17 countries,na,na,,,
153772,"Sprint, Men",1960 Summer Olympics,15,Cycling Track,/editions/15/sports/CTR,26 – 29 August 1960,"Velodrome Olimpico, Roma",30 from 18 countries,"1,000 metres.",na,,,
1925,"15 kilometres, Men",1960 Winter Olympics,36,Cross Country Skiing,/editions/36/sports/CCS,23 February 1960,"McKinney Creek Stadium, Tahoma, California",54 from 19 countries,na,Course Length: ?Height Differential: ?Intermediate 1: 5.0 kmIntermediate 2: 10.0 kmMaximum Climb: ?Total Climbing: ?,,,
159873,"Eights, Women",2004 Summer Olympics,26,Rowing,/editions/26/sports/ROW,15 – 22 August 2004,"Olympiako Kopelatodramio Skhoinia, Schinias National Park",63 from 7 countries,na,na,,,
9473,"One Person Dinghy (Firefly), Open",1948 Summer Olympics,12,Sailing,/editions/12/sports/SAL,3 – 12 August 1948,"Torbay, Torquay (Firefly Course)",21 from 21 countries,Points awarded for placement in each race.  Best six of seven scores to count for final placement.,na,,,
154794,"1,000 metres Time Trial, Men",1996 Summer Olympics,24,Cycling Track,/editions/24/sports/CTR,24 July 1996 — 11:20,"Stone Mountain Velodrome, Stone Mountain, Georgia",20 from 20 countries,na,na,,,
54249,"Platform, Women",1988 Summer Olympics,22,Diving,/editions/22/sports/DIV,17 – 18 September 1988,"Su-yeong-jang, Ol-lim-pik Gong-won, Seoul",20 from 14 countries,10 metre platform.,na,,,
70336,"Balance Beam, Women",1968 Summer Olympics,17,Artistic Gymnastics,/editions/17/sports/GAR,21 – 25 October 1968,"Auditorio Nacional, Ciudad de México",101 from 24 countries,na,na,,,
40537,"Pole Archery, Small Birds, Individual, Men",1920 Summer Olympics,7,Archery,/editions/7/sports/ARC, 3 August 1920,"Nachtegalenpark, Antwerpen",6 from 1 countries,na,na,,,
6877,"400 metres Freestyle, Women",1980 Summer Olympics,20,Swimming,/editions/20/sports/SWM,22 July 1980,"Plavatelny basseyn, Sportivny kompleks Olimpiysky, Moskva",19 from 12 countries,na,na,,,
925281,"Festival for Societies of the Seine, Individual (#2), Men",1900 Summer Olympics,2,Artistic Gymnastics,/editions/2/sports/GAR, 2 September 1900,"Vélodrome Municipal de Vincennes, Paris",5 from 1 countries,na,na,,,
70149,"Team All-Around, Women",1948 Summer Olympics,12,Artistic Gymnastics,/editions/12/sports/GAR,13 – 14 August 1948,"Empress Hall, Earls Court Exhibition Centre, Kensington, London",88 from 11 countries,Eight-person teams.  Best six individual total scores to count towards team score.,na,,,
155098,"Team Pursuit, 4,000 metres, Men",2004 Summer Olympics,26,Cycling Track,/editions/26/sports/CTR,22 – 23 August 2004,"Olympiako Podilatodromio, Olympiako Athletiko Kentro Athinon Spiros Loues, Maroussi",45 from 10 countries,na,na,,,
19016866,"Sabre, Team, Men",2020 Summer Olympics,61,Fencing,/editions/61/sports/FEN,28 July 2021,"Makuhari Messe, 2-1, Nakase, Mihama-ku, Chiba, Chiba Prefecture, Japan",36 from 9 countries,Single-elimination tournament.,na,,,
56105,"Discus Throw, Men",1900 Summer Olympics,2,Athletics,/editions/2/sports/ATH,14 – 15 July 1900,"Croix Catelan, Bois de Boulogne, Paris",17 from 9 countries,na,na,,,
51630,"Running Target, Double Shot, Team, Men",1924 Summer Olympics,8,Shooting,/editions/8/sports/SHO, 2 July 1924,"Le Stand de Versailles, Versailles",25 from 7 countries,"Four-man teams. 100 possible per shooter, 400 possible per team.",na,,,
321052,"Trap, Men",2012 Summer Olympics,54,Shooting,/editions/54/sports/SHO,5 –  6 August 2012,"Royal Artillery Barracks, Woolwich, London",34 from 27 countries,na,na,,,
2175,"4 × 5 kilometres Relay, Women",2006 Winter Olympics,49,Cross Country Skiing,/editions/49/sports/CCS,18 February 2006 — 9:45,"Stadio del Trampolino, Pragelato Plan",68 from 17 countries,na,"Course Length: 5,000 mHeight Differential: 59 mMaximum Climb: 54 mTotal Climbing: 188 m",,,
6612,"100 metres Freestyle, Women",1976 Summer Olympics,19,Swimming,/editions/19/sports/SWM,18 – 19 July 1976,"Piscine olympique, Montréal, Québec",45 from 25 countries,na,na,,,
924322,"Ski Cross, Women",2010 Winter Olympics,57,Freestyle Skiing,/editions/57/sports/FRS,23 February 2010,"Cypress Mountain, West Vancouver",35 from 17 countries,na,Length: 1144 mStart Altitude: 1178 mVertical Drop: 216 m,,,
154113,"Individual Pursuit, 4,000 metres, Men",1968 Summer Olympics,17,Cycling Track,/editions/17/sports/CTR,17 – 18 October 1968,"Velódromo Olímpico Agustín Melgar, Ciudad Deportiva Magdalena Mixhuca, Ciudad de México",28 from 28 countries,na,na,,,
353542,"Canadian Singles, Slalom, Men",2016 Summer Olympics,59,Canoe Slalom,/editions/59/sports/CSL,7 –  9 August 2016,"Estádio de Canoagem Slalom, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro",19 from 19 countries,na,na,,,
19002065,"Heavyweight (≤109 kilograms), Men",2020 Summer Olympics,61,Weightlifting,/editions/61/sports/WLF, 3 August 2021,"Tokyo International Forum, Yūrakuchō Business District (Marunouchi District), Tokyo, Japan",14 from 14 countries,Total of best lifts in snatch and clean & jerk determined placement.  Ties broken by lightest bodyweight.,na,,,
25155,"Light-Flyweight (≤48 kilograms), Men",1984 Summer Olympics,21,Boxing,/editions/21/sports/BOX,30 July – 11 August 1984 — 11:00,"Los Angeles Memorial Sports Arena, Los Angeles, California",24 from 24 countries,Single elimination tournament.,na,,,
1532,"10 kilometres Sprint, Men",1980 Winter Olympics,41,Biathlon,/editions/41/sports/BTH,19 February 1980 — 9:00,"Mt. Van Hoevenberg Recreation Area, Lake Placid",50 from 18 countries,Penalty loop (150 metres) skied for each missed target.,"Course Length: ?Height Differential: 98 mMaximum Climb: 42 mShooting 1: Prone at 3.0 km, 50 m rangeShooting 2: Standing at 6.0 km, 50 m rangeTotal Climbing: 217 m",,,
4989,"100 metres Freestyle, Women",1932 Summer Olympics,10,Swimming,/editions/10/sports/SWM,6 –  8 August 1932,"Olympic Park Swimming Stadium, Los Angeles, California",20 from 10 countries,na,na,,,
905352,"500 metres, Women",1988 Winter Olympics,43,Short Track Speed Skating,/editions/43/sports/STK,23 February 1988,"Max Bell Arena, Calgary",32 from 11 countries,na,na,,,
115004,"Épée, Team, Men",1996 Summer Olympics,24,Fencing,/editions/24/sports/FEN,23 July 1996,"Georgia World Congress Center, Atlanta, Georgia",33 from 11 countries,Single-elimination tournament.,na,,,
70295,"Individual All-Around, Men",1968 Summer Olympics,17,Artistic Gymnastics,/editions/17/sports/GAR,22 – 24 October 1968 — 08:30-17:00,"Auditorio Nacional, Ciudad de México",117 from 28 countries,Compulsory and optional exercise performed on all six apparatuses.,na,,,
38502,"Water Polo, Men",1972 Summer Olympics,18,Water Polo,/editions/18/sports/WPO,27 August –  4 September 1972,"Dantebad, München / Schwimmhalle, Olympiapark, München",176 from 16 countries,Round-robin pools advanced teams to the round-robin final pool.,na,,,
2008,"4 × 5 kilometres Relay, Women",1984 Winter Olympics,42,Cross Country Skiing,/editions/42/sports/CCS,15 February 1984 — 8:45,"Veliko Polje, Igman",48 from 12 countries,na,Course Length: ?Height Differential: 89 mMaximum Climb: 38 mTotal Climbing: 153 m,,,
353829,"Synchronized Platform, Men",2016 Summer Olympics,59,Diving,/editions/59/sports/DIV, 8 August 2016 — 16:00,"Parque Aquático Maria Lenk, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",16 from 8 countries,10 metre platform. Six dives. Final round only.,na,,,
258962,"BMX, Men",2008 Summer Olympics,53,Cycling BMX Racing,/editions/53/sports/BMX,20 – 22 August 2008,"Laoshan Xiaolunche Saichang, Beijing",32 from 20 countries,na,na,,,
901198,"1,500 metres Wheelchair, Men",1988 Summer Olympics,22,Athletics,/editions/22/sports/ATH,30 September 1988 — 11:25,"Ol-lim-pik Ju-gyeong-gi-jang, Seoul Sports Complex, Seoul",8 from 6 countries,na,na,,,
2112,"15 kilometres (Mass Start, Freestyle), Women",2002 Winter Olympics,47,Cross Country Skiing,/editions/47/sports/CCS, 9 February 2002 — 9:00,"Soldier Hollow, Wasatch Mountain State Park",60 from 23 countries,na,"Course Length: 15,284 mHeight Differential: 80 mIntermediate 1: 1.9 kmIntermediate 2: 7.5 kmMaximum Climb: 52 mTotal Climbing: 572 m",,,
40528,"Double National Round, Women",1908 Summer Olympics,5,Archery,/editions/5/sports/ARC,17 – 18 July 1908,"White City Stadium, London",25 from 1 countries,48 arrows shot at 60 yards (54.9 metres) and 24 arrows shot at 50 yards (45.7 metres) on each day (144 arrows in all).,na,,,
24125,"Featherweight (≤57 kilograms), Men",1972 Summer Olympics,18,Boxing,/editions/18/sports/BOX,27 August – 10 September 1972,"Boxhalle, Olympiapark, München",45 from 45 countries,Single elimination tournament.,na,,,
70194,"Rings, Men",1956 Summer Olympics,14,Artistic Gymnastics,/editions/14/sports/GAR,3 –  7 December 1956 — 08:00-16:00,"West Melbourne Stadium, Melbourne, Victoria",63 from 18 countries,Placement determined by best scores on apparatus in individual all-around event.,na,,,
18000751,"Air Rifle, 10 metres, Women",2020 Summer Olympics,61,Shooting,/editions/61/sports/SHO,24 July 2021,"Asaka Shooting Range, Nerima, Tokyo",50 from 39 countries,na,na,,,
70233,"Individual All-Around, Women",1960 Summer Olympics,15,Artistic Gymnastics,/editions/15/sports/GAR,6 –  8 September 1960 — 08:00-17:00,"Terme di Caracalla, Roma",124 from 27 countries,Compulsory and optional exercise performed on all four apparatuses.,na,,,
258784,"Canadian Singles, 500 metres, Men",2008 Summer Olympics,53,Canoe Sprint,/editions/53/sports/CSP,19 – 23 August 2008,"Shunyi Aolinpike Shuishang Gongyuan, Mapo, Shunyi",22 from 22 countries,na,na,,,
66113,"400 metres Hurdles, Men",2004 Summer Olympics,26,Athletics,/editions/26/sports/ATH,23 – 26 August 2004,"Olympiako Stadio, Olympiako Athletiko Kentro Athinon Spiros Loues, Maroussi",35 from 24 countries,na,na,,,
54186,"Springboard, Women",1968 Summer Olympics,17,Diving,/editions/17/sports/DIV,17 – 18 October 1968,"Alberca Olímpica Francisco Márquez, Ciudad de México",22 from 15 countries,3 metre springboard.,na,,,
359130,"Pole Vault, Women",2016 Summer Olympics,59,Athletics,/editions/59/sports/ATH,16 – 19 August 2016,"Estádio Olímpico João Havelange, Engenho de Dentro, Rio de Janeiro",36 from 23 countries,na,na,,,
34139,"Football, Women",1996 Summer Olympics,24,Football,/editions/24/sports/FBL,21 July –  1 August 1996,"Florida Citrus Bowl, Orlando, Florida / Legion Field, Birmingham, Alabama / Orange Bowl, Miami, Florida / Robert F. Kennedy Memorial Stadium, Washington, District of Columbia / Sanford Stadium, Athens, Georgia",124 from 8 countries,Round-robin pools advance teams to single-elimination tournament of four teams.,na,,,
185198,"Team, Open",1960 Summer Olympics,15,Equestrian Jumping,/editions/15/sports/EJP,11 September 1960 — 7:00,"Stadio Olimpico, Roma",54 from 18 countries,"Two rounds.  Three rider teams, all three scores to count.  Separate competition.",na,,,
